detect_date,oil,probable_oil,possible_oil,other,wind,oil_other,iso3
2019-08-01,12,2,2,0,0,12,ECU
2019-08-01,184,7,0,7,0,191,EGY
2019-08-01,0,0,2,1,0,1,ERI
2019-08-01,3,8,0,7,0,10,ESP
2019-08-01,0,0,0,1,0,1,EST
2019-08-01,0,0,1,59,5,59,FIN
2019-08-01,0,0,0,1,0,1,FJI
2019-08-01,0,0,6,26,0,26,FRA
2019-08-01,116,0,1,0,0,116,GAB
2019-08-01,176,16,3,17,2308,193,GBR
2019-08-01,1,0,0,0,0,1,GEO
2019-08-01,2,0,6,1,0,3,GHA
2019-08-01,0,0,2,2,0,2,GIN
2019-08-01,0,0,1,7,0,7,GNB
2019-08-01,14,0,0,0,0,14,GNQ
2019-08-01,6,0,0,4,0,10,GRC
2019-08-01,0,0,1,0,0,0,GUF
2019-08-01,16,0,0,3,0,19,HRV
2019-08-01,563,62,73,132,0,695,IDN
2019-08-01,181,2,31,12,0,193,IND
2019-08-01,3,0,2,3,7,6,IRL
2019-08-01,167,2,0,2,0,169,IRN
2019-08-01,1,0,1,8,0,9,IRQ
2019-08-01,0,0,1,3,0,3,ISL
2019-08-01,4,0,3,0,0,4,ISR
2019-08-01,103,6,3,5,0,108,ITA
2019-08-01,0,0,1,1,0,1,JAM
2019-08-01,0,0,0,1,0,1,JEY
2019-08-01,17,10,47,39,0,56,JPN
2019-08-01,0,0,3,0,0,0,KEN
2019-08-01,3,0,1,2,0,5,KHM
2019-08-01,7,0,57,40,13,47,KOR
2019-08-01,33,2,0,31,0,64,KWT
2019-08-01,0,0,1,0,0,0,LBN
2019-08-01,0,0,4,1,0,1,LBR
2019-08-01,11,0,1,1,0,12,LBY
2019-08-01,0,0,4,4,0,4,LKA
2019-08-01,1,0,0,0,0,1,LTU
2019-08-01,0,0,1,1,0,1,LVA
2019-08-01,0,0,1,0,0,0,MDG
2019-08-01,192,4,12,2,0,194,MEX
2019-08-01,5,3,14,9,0,14,MMR
2019-08-01,0,0,1,4,0,4,MOZ
2019-08-01,0,0,1,0,0,0,MRT
2019-08-01,322,24,51,50,0,372,MYS
2019-08-01,8,0,0,0,0,8,NAM
2019-08-01,432,4,4,1,0,433,NGA
2019-08-01,0,0,2,1,0,1,NIC
2019-08-01,111,12,1,7,293,118,NLD
2019-08-01,16,0,0,8,2,24,NOR
2019-08-01,7,0,1,5,0,12,NZL
2019-08-01,14,0,11,3,0,17,None
2019-08-01,6,0,4,1,0,7,OMN
2019-08-01,0,0,2,0,0,0,PAK
2019-08-01,0,0,4,0,0,0,PAN
2019-08-01,94,1,3,1,0,95,PER
2019-08-01,7,0,14,41,0,48,PHL
2019-08-01,2,0,1,1,0,3,PNG
2019-08-01,9,3,0,5,3,14,POL
2019-08-01,1,0,4,4,0,5,PRK
2019-08-01,0,0,1,0,0,0,PRT
2019-08-01,170,0,4,2,0,172,QAT
2019-08-01,8,1,0,0,0,8,ROU
2019-08-01,9,2,9,8,0,17,RUS
2019-08-01,717,28,7,2,0,719,SAU
2019-08-01,1,1,3,0,0,1,SDN
2019-08-01,0,0,1,0,0,0,SEN
2019-08-01,0,0,0,45,0,45,SGP
2019-08-01,0,0,1,0,0,0,SLB
2019-08-01,0,0,2,5,0,5,SLE
2019-08-01,0,0,1,1,0,1,SOM
2019-08-01,0,0,1,49,65,49,SWE
2019-08-01,2,0,0,0,0,2,TGO
2019-08-01,418,1,17,123,0,541,THA
2019-08-01,3,0,0,0,0,3,TLS
2019-08-01,337,2,0,1,0,338,TTO
2019-08-01,14,15,1,1,0,15,TUN
2019-08-01,6,0,13,46,0,52,TUR
2019-08-01,7,7,1,0,19,7,TWN
2019-08-01,2,0,0,0,0,2,TZA
2019-08-01,13,5,3,9,0,22,UKR
2019-08-01,0,0,1,0,0,0,URY
2019-08-01,2255,44,1,584,5,2839,USA
2019-08-01,12,3,2,6,0,18,VEN
2019-08-01,1,0,0,0,0,1,VIR
2019-08-01,42,1,18,172,15,214,VNM
2019-08-01,0,0,1,0,0,0,VUT
2019-08-01,2,0,8,0,0,2,YEM
2019-08-01,1,0,3,1,0,2,ZAF
2019-09-01,1,0,0,0,0,1,ABW
2019-09-01,244,3,0,0,0,244,AGO
2019-09-01,519,1,3,12,0,531,ARE
2019-09-01,0,0,1,0,0,0,ASM
2019-09-01,0,0,1,0,0,0,ATG
2019-09-01,64,4,25,44,0,108,AUS
2019-09-01,0,0,1,5,338,5,BEL
2019-09-01,6,0,0,0,0,6,BEN
2019-09-01,0,0,1,0,0,0,BES
2019-09-01,2,1,1,1,0,3,BGD
2019-09-01,1,0,0,0,0,1,BGR
2019-09-01,5,0,1,1,0,6,BHR
2019-09-01,0,0,2,4,0,4,BHS
2019-09-01,0,0,1,0,0,0,BLZ
2019-09-01,131,11,6,17,0,148,BRA
2019-09-01,129,3,0,0,0,129,BRN
2019-09-01,6,0,8,25,0,31,CAN
2019-09-01,0,0,2,0,0,0,CHL
2019-09-01,300,62,126,255,1777,555,CHN
2019-09-01,11,1,1,0,0,11,CIV
2019-09-01,74,1,0,0,0,74,CMR
2019-09-01,47,0,0,0,0,47,COD
2019-09-01,75,0,0,0,0,75,COG
2019-09-01,5,0,2,0,0,5,COL
2019-09-01,3,0,4,4,0,7,CUB
2019-09-01,0,0,1,0,0,0,CYP
2019-09-01,21,19,2,30,1503,51,DEU
2019-09-01,0,0,1,0,0,0,DJI
2019-09-01,16,2,1,20,512,36,DNK
2019-09-01,0,0,1,0,0,0,DOM
2019-09-01,0,0,4,0,0,0,DZA
2019-09-01,12,2,2,0,0,12,ECU
2019-09-01,183,7,0,7,0,190,EGY
2019-09-01,0,0,2,1,0,1,ERI
2019-09-01,3,8,0,7,0,10,ESP
2019-09-01,0,0,0,1,0,1,EST
2019-09-01,0,0,2,57,5,57,FIN
2019-09-01,0,0,0,1,0,1,FJI
2019-09-01,0,0,4,26,0,26,FRA
2019-09-01,117,0,2,0,0,117,GAB
2019-09-01,173,14,3,16,2308,189,GBR
2019-09-01,1,0,0,0,0,1,GEO
2019-09-01,2,0,6,1,0,3,GHA
2019-09-01,0,0,2,2,0,2,GIN
2019-09-01,0,0,1,7,0,7,GNB
2019-09-01,14,0,0,0,0,14,GNQ
2019-09-01,7,0,0,4,0,11,GRC
2019-09-01,0,0,1,0,0,0,GUF
2019-09-01,16,0,0,3,0,19,HRV
2019-09-01,564,62,71,127,0,691,IDN
2019-09-01,182,2,33,13,0,195,IND
2019-09-01,3,0,2,3,7,6,IRL
2019-09-01,165,3,0,2,0,167,IRN
2019-09-01,1,0,1,8,0,9,IRQ
2019-09-01,0,0,1,3,0,3,ISL
2019-09-01,4,0,3,0,0,4,ISR
2019-09-01,103,6,3,3,0,106,ITA
2019-09-01,0,0,1,1,0,1,JAM
2019-09-01,0,0,0,1,0,1,JEY
2019-09-01,18,10,45,38,0,56,JPN
2019-09-01,0,0,3,0,0,0,KEN
2019-09-01,3,0,1,1,0,4,KHM
2019-09-01,7,0,57,44,13,51,KOR
2019-09-01,32,1,0,36,0,68,KWT
2019-09-01,0,0,1,0,0,0,LBN
2019-09-01,0,0,5,1,0,1,LBR
2019-09-01,10,0,1,0,0,10,LBY
2019-09-01,0,0,4,5,0,5,LKA
2019-09-01,1,0,0,0,0,1,LTU
2019-09-01,0,0,1,0,0,0,LVA
2019-09-01,0,0,1,0,0,0,MDG
2019-09-01,192,3,12,2,0,194,MEX
2019-09-01,5,4,18,10,0,15,MMR
2019-09-01,0,0,1,3,0,3,MOZ
2019-09-01,0,0,1,0,0,0,MRT
2019-09-01,325,20,45,44,0,369,MYS
2019-09-01,8,0,0,0,0,8,NAM
2019-09-01,0,0,1,0,0,0,NCL
2019-09-01,431,3,5,1,0,432,NGA
2019-09-01,0,0,2,1,0,1,NIC
2019-09-01,111,12,1,8,292,119,NLD
2019-09-01,18,0,0,8,2,26,NOR
2019-09-01,7,0,1,5,0,12,NZL
2019-09-01,14,0,11,2,0,16,None
2019-09-01,6,0,4,1,0,7,OMN
2019-09-01,0,0,2,0,0,0,PAK
2019-09-01,0,0,4,0,0,0,PAN
2019-09-01,94,1,4,2,0,96,PER
2019-09-01,7,0,14,32,0,39,PHL
2019-09-01,2,0,1,1,0,3,PNG
2019-09-01,9,4,0,5,3,14,POL
2019-09-01,1,0,4,4,0,5,PRK
2019-09-01,0,0,1,0,0,0,PRT
2019-09-01,169,0,4,2,0,171,QAT
2019-09-01,8,1,0,0,0,8,ROU
2019-09-01,11,2,9,8,0,19,RUS
2019-09-01,718,26,7,2,0,720,SAU
2019-09-01,1,1,2,0,0,1,SDN
2019-09-01,0,0,0,40,0,40,SGP
2019-09-01,0,0,1,0,0,0,SLB
2019-09-01,0,0,1,5,0,5,SLE
2019-09-01,0,0,1,1,0,1,SOM
2019-09-01,0,0,1,49,65,49,SWE
2019-09-01,2,0,0,0,0,2,TGO
2019-09-01,419,1,17,136,0,555,THA
2019-09-01,3,0,0,0,0,3,TLS
2019-09-01,336,2,0,1,0,337,TTO
2019-09-01,14,15,1,0,0,14,TUN
2019-09-01,6,0,12,47,0,53,TUR
2019-09-01,7,8,1,0,22,7,TWN
2019-09-01,2,0,0,0,0,2,TZA
2019-09-01,14,5,3,10,0,24,UKR
2019-09-01,0,0,1,0,0,0,URY
2019-09-01,2233,44,1,557,5,2790,USA
2019-09-01,13,3,3,6,0,19,VEN
2019-09-01,1,0,0,0,0,1,VIR
2019-09-01,40,2,17,179,16,219,VNM
2019-09-01,0,0,1,0,0,0,VUT
2019-09-01,3,0,7,0,0,3,YEM
2019-09-01,1,0,3,1,0,2,ZAF
2019-10-01,1,0,0,0,0,1,ABW
2019-10-01,243,2,0,0,0,243,AGO
2019-10-01,519,1,2,13,0,532,ARE
2019-10-01,0,0,1,0,0,0,ASM
2019-10-01,0,0,1,0,0,0,ATG
2019-10-01,64,4,28,40,0,104,AUS
2019-10-01,0,0,1,5,342,5,BEL
2019-10-01,6,0,0,0,0,6,BEN
2019-10-01,0,0,1,0,0,0,BES
2019-10-01,2,1,1,1,0,3,BGD
2019-10-01,1,0,0,0,0,1,BGR
2019-10-01,4,0,1,1,0,5,BHR
2019-10-01,0,0,2,4,0,4,BHS
2019-10-01,0,0,1,0,0,0,BLZ
2019-10-01,128,11,7,20,0,148,BRA
2019-10-01,128,4,0,0,0,128,BRN
2019-10-01,6,0,6,22,0,28,CAN
2019-10-01,0,0,2,0,0,0,CHL
2019-10-01,301,52,130,263,1856,564,CHN
2019-10-01,11,1,1,0,0,11,CIV
2019-10-01,76,1,0,0,0,76,CMR
2019-10-01,47,0,0,0,0,47,COD
2019-10-01,75,0,0,0,0,75,COG
2019-10-01,5,0,2,0,0,5,COL
2019-10-01,3,0,4,4,0,7,CUB
2019-10-01,1,0,2,0,0,1,CYP
2019-10-01,21,19,2,29,1502,50,DEU
2019-10-01,0,0,1,0,0,0,DJI
2019-10-01,18,2,1,20,512,38,DNK
2019-10-01,0,0,1,0,0,0,DOM
2019-10-01,0,0,4,0,0,0,DZA
2019-10-01,12,2,2,0,0,12,ECU
2019-10-01,187,6,1,5,0,192,EGY
2019-10-01,0,0,2,1,0,1,ERI
2019-10-01,3,8,0,7,0,10,ESP
2019-10-01,0,0,0,1,0,1,EST
2019-10-01,0,0,2,57,5,57,FIN
2019-10-01,0,0,0,1,0,1,FJI
2019-10-01,0,0,4,25,0,25,FRA
2019-10-01,118,0,2,0,0,118,GAB
2019-10-01,169,12,2,16,2318,185,GBR
2019-10-01,1,0,0,0,0,1,GEO
2019-10-01,2,0,5,1,0,3,GHA
2019-10-01,0,0,2,3,0,3,GIN
2019-10-01,0,0,1,9,0,9,GNB
2019-10-01,14,0,0,0,0,14,GNQ
2019-10-01,6,0,0,2,0,8,GRC
2019-10-01,0,0,1,0,0,0,GUF
2019-10-01,16,0,0,3,0,19,HRV
2019-10-01,569,64,70,127,0,696,IDN
2019-10-01,182,2,39,13,0,195,IND
2019-10-01,2,0,1,3,7,5,IRL
2019-10-01,163,3,0,1,0,164,IRN
2019-10-01,1,0,1,7,0,8,IRQ
2019-10-01,0,0,1,2,0,2,ISL
2019-10-01,4,0,3,0,0,4,ISR
2019-10-01,103,6,3,3,0,106,ITA
2019-10-01,0,0,2,1,0,1,JAM
2019-10-01,0,0,0,1,0,1,JEY
2019-10-01,18,10,43,39,0,57,JPN
2019-10-01,0,0,3,0,0,0,KEN
2019-10-01,3,0,1,0,0,3,KHM
2019-10-01,7,0,58,47,13,54,KOR
2019-10-01,30,1,0,37,0,67,KWT
2019-10-01,0,0,1,0,0,0,LBN
2019-10-01,0,0,5,1,0,1,LBR
2019-10-01,10,0,1,0,0,10,LBY
2019-10-01,0,0,4,5,0,5,LKA
2019-10-01,1,0,0,0,0,1,LTU
2019-10-01,0,0,1,1,0,1,LVA
2019-10-01,0,0,1,0,0,0,MDG
2019-10-01,191,3,12,2,0,193,MEX
2019-10-01,5,4,19,8,0,13,MMR
2019-10-01,0,0,1,3,0,3,MOZ
2019-10-01,0,0,1,0,0,0,MRT
2019-10-01,328,18,47,46,0,374,MYS
2019-10-01,9,0,0,0,0,9,NAM
2019-10-01,0,0,1,0,0,0,NCL
2019-10-01,427,3,5,0,0,427,NGA
2019-10-01,0,0,2,1,0,1,NIC
2019-10-01,111,13,1,8,292,119,NLD
2019-10-01,17,0,0,5,2,22,NOR
2019-10-01,7,0,1,5,0,12,NZL
2019-10-01,15,0,10,3,0,18,None
2019-10-01,6,0,4,1,0,7,OMN
2019-10-01,0,0,2,0,0,0,PAK
2019-10-01,0,0,4,1,0,1,PAN
2019-10-01,95,1,5,2,0,97,PER
2019-10-01,7,0,11,30,0,37,PHL
2019-10-01,2,0,1,1,0,3,PNG
2019-10-01,9,4,0,5,3,14,POL
2019-10-01,0,0,4,3,0,3,PRK
2019-10-01,0,0,1,0,0,0,PRT
2019-10-01,166,0,4,2,0,168,QAT
2019-10-01,8,1,0,0,0,8,ROU
2019-10-01,12,2,8,6,0,18,RUS
2019-10-01,719,22,7,2,0,721,SAU
2019-10-01,1,0,2,0,0,1,SDN
2019-10-01,2,0,0,0,0,2,SEN
2019-10-01,0,0,0,29,0,29,SGP
2019-10-01,0,0,1,0,0,0,SLB
2019-10-01,0,0,1,5,0,5,SLE
2019-10-01,0,0,1,1,0,1,SOM
2019-10-01,0,0,1,49,65,49,SWE
2019-10-01,2,0,0,0,0,2,TGO
2019-10-01,421,1,18,136,0,557,THA
2019-10-01,3,0,0,0,0,3,TLS
2019-10-01,338,1,0,1,0,339,TTO
2019-10-01,13,14,1,0,0,13,TUN
2019-10-01,6,0,12,49,0,55,TUR
2019-10-01,7,7,1,0,22,7,TWN
2019-10-01,2,0,0,0,0,2,TZA
2019-10-01,14,5,3,9,0,23,UKR
2019-10-01,0,0,1,0,0,0,URY
2019-10-01,2205,44,2,540,5,2745,USA
2019-10-01,18,3,3,4,0,22,VEN
2019-10-01,1,0,0,0,0,1,VIR
2019-10-01,40,2,17,185,18,225,VNM
2019-10-01,0,0,1,0,0,0,VUT
2019-10-01,4,0,8,0,0,4,YEM
2019-10-01,1,0,3,1,0,2,ZAF
2019-11-01,1,0,0,0,0,1,ABW
2019-11-01,243,1,0,0,0,243,AGO
2019-11-01,516,1,2,12,0,528,ARE
2019-11-01,0,0,1,0,0,0,ASM
2019-11-01,0,0,1,0,0,0,ATG
2019-11-01,64,3,27,40,0,104,AUS
2019-11-01,0,0,1,5,370,5,BEL
2019-11-01,6,0,0,0,0,6,BEN
2019-11-01,0,0,1,0,0,0,BES
2019-11-01,2,1,1,2,0,4,BGD
2019-11-01,1,0,0,0,0,1,BGR
2019-11-01,3,0,1,0,0,3,BHR
2019-11-01,0,0,2,3,0,3,BHS
2019-11-01,129,11,7,17,0,146,BRA
2019-11-01,127,4,0,0,0,127,BRN
2019-11-01,6,0,7,16,0,22,CAN
2019-11-01,0,0,1,0,0,0,CHL
2019-11-01,294,53,122,271,1939,565,CHN
2019-11-01,11,1,1,0,0,11,CIV
2019-11-01,76,1,0,0,0,76,CMR
2019-11-01,48,0,0,0,0,48,COD
2019-11-01,75,0,0,0,0,75,COG
2019-11-01,5,0,2,0,0,5,COL
2019-11-01,3,0,5,3,0,6,CUB
2019-11-01,1,0,2,0,0,1,CYP
2019-11-01,21,17,2,29,1499,50,DEU
2019-11-01,0,0,1,0,0,0,DJI
2019-11-01,18,2,1,20,512,38,DNK
2019-11-01,0,0,1,0,0,0,DOM
2019-11-01,0,0,4,0,0,0,DZA
2019-11-01,10,1,2,0,0,10,ECU
2019-11-01,183,5,1,5,0,188,EGY
2019-11-01,0,0,2,1,0,1,ERI
2019-11-01,3,8,0,7,0,10,ESP
2019-11-01,0,0,0,1,0,1,EST
2019-11-01,0,0,2,56,5,56,FIN
2019-11-01,0,0,4,24,0,24,FRA
2019-11-01,119,0,2,0,0,119,GAB
2019-11-01,168,11,2,16,2318,184,GBR
2019-11-01,1,0,0,0,0,1,GEO
2019-11-01,2,0,5,1,0,3,GHA
2019-11-01,0,0,1,3,0,3,GIN
2019-11-01,0,0,1,8,0,8,GNB
2019-11-01,14,0,0,0,0,14,GNQ
2019-11-01,6,0,0,1,0,7,GRC
2019-11-01,16,0,0,3,0,19,HRV
2019-11-01,560,53,66,127,0,687,IDN
2019-11-01,182,3,36,13,0,195,IND
2019-11-01,2,0,1,3,7,5,IRL
2019-11-01,163,4,0,1,0,164,IRN
2019-11-01,1,0,1,7,0,8,IRQ
2019-11-01,0,0,1,1,0,1,ISL
2019-11-01,4,0,3,0,0,4,ISR
2019-11-01,104,6,3,4,0,108,ITA
2019-11-01,0,0,2,1,0,1,JAM
2019-11-01,0,0,0,1,0,1,JEY
2019-11-01,20,9,44,39,0,59,JPN
2019-11-01,0,0,3,0,0,0,KEN
2019-11-01,3,0,1,0,0,3,KHM
2019-11-01,6,0,57,56,13,62,KOR
2019-11-01,29,1,0,35,0,64,KWT
2019-11-01,0,0,1,0,0,0,LBN
2019-11-01,0,0,5,1,0,1,LBR
2019-11-01,10,0,1,0,0,10,LBY
2019-11-01,0,0,4,4,0,4,LKA
2019-11-01,1,0,0,0,0,1,LTU
2019-11-01,0,0,1,1,0,1,LVA
2019-11-01,0,0,1,0,0,0,MDG
2019-11-01,194,5,14,2,0,196,MEX
2019-11-01,5,2,17,8,0,13,MMR
2019-11-01,0,0,1,2,0,2,MOZ
2019-11-01,0,0,1,0,0,0,MRT
2019-11-01,329,18,46,45,0,374,MYS
2019-11-01,7,0,0,0,0,7,NAM
2019-11-01,0,0,1,0,0,0,NCL
2019-11-01,422,4,2,0,0,422,NGA
2019-11-01,0,0,2,1,0,1,NIC
2019-11-01,114,13,1,5,301,119,NLD
2019-11-01,18,0,0,5,2,23,NOR
2019-11-01,7,0,1,5,0,12,NZL
2019-11-01,18,0,10,2,0,20,None
2019-11-01,6,0,4,2,0,8,OMN
2019-11-01,0,0,2,0,0,0,PAK
2019-11-01,0,0,6,2,0,2,PAN
2019-11-01,95,1,4,1,0,96,PER
2019-11-01,7,0,10,24,0,31,PHL
2019-11-01,2,0,0,1,0,3,PNG
2019-11-01,9,3,0,5,3,14,POL
2019-11-01,0,0,2,3,0,3,PRK
2019-11-01,0,0,1,0,0,0,PRT
2019-11-01,167,0,4,2,0,169,QAT
2019-11-01,8,0,0,0,0,8,ROU
2019-11-01,12,3,5,5,0,17,RUS
2019-11-01,720,22,8,2,0,722,SAU
2019-11-01,1,0,2,0,0,1,SDN
2019-11-01,2,0,0,0,0,2,SEN
2019-11-01,0,0,0,29,0,29,SGP
2019-11-01,0,0,1,0,0,0,SLB
2019-11-01,0,0,0,4,0,4,SLE
2019-11-01,0,0,2,1,0,1,SOM
2019-11-01,0,0,1,48,65,48,SWE
2019-11-01,3,0,0,0,0,3,TGO
2019-11-01,420,1,19,130,0,550,THA
2019-11-01,3,0,0,0,0,3,TLS
2019-11-01,331,1,0,1,0,332,TTO
2019-11-01,13,14,1,0,0,13,TUN
2019-11-01,6,0,12,48,0,54,TUR
2019-11-01,7,7,1,0,22,7,TWN
2019-11-01,2,0,0,0,0,2,TZA
2019-11-01,14,5,3,7,0,21,UKR
2019-11-01,0,0,1,0,0,0,URY
2019-11-01,2151,45,2,513,5,2664,USA
2019-11-01,15,3,2,3,0,18,VEN
2019-11-01,1,0,0,0,0,1,VIR
2019-11-01,42,2,19,197,21,239,VNM
2019-11-01,0,0,1,0,0,0,VUT
2019-11-01,4,0,7,0,0,4,YEM
2019-11-01,1,0,3,2,0,3,ZAF
2019-12-01,1,0,0,0,0,1,ABW
2019-12-01,242,2,0,0,0,242,AGO
2019-12-01,519,1,2,11,0,530,ARE
2019-12-01,0,0,1,0,0,0,ASM
2019-12-01,0,0,1,0,0,0,ATG
2019-12-01,69,2,24,38,0,107,AUS
2019-12-01,0,0,1,5,387,5,BEL
2019-12-01,6,0,0,0,0,6,BEN
2019-12-01,0,0,1,0,0,0,BES
2019-12-01,2,1,1,1,0,3,BGD
2019-12-01,1,0,0,0,0,1,BGR
2019-12-01,3,0,1,0,0,3,BHR
2019-12-01,0,0,2,3,0,3,BHS
2019-12-01,130,12,8,13,0,143,BRA
2019-12-01,124,4,0,0,0,124,BRN
2019-12-01,6,0,8,10,0,16,CAN
2019-12-01,0,0,1,0,0,0,CHL
2019-12-01,298,57,122,304,2002,602,CHN
2019-12-01,11,1,1,0,0,11,CIV
2019-12-01,76,1,0,0,0,76,CMR
2019-12-01,48,0,0,0,0,48,COD
2019-12-01,76,0,0,0,0,76,COG
2019-12-01,5,0,2,1,0,6,COL
2019-12-01,3,0,5,2,0,5,CUB
2019-12-01,0,0,2,0,0,0,CYP
2019-12-01,21,16,2,29,1501,50,DEU
2019-12-01,0,0,1,0,0,0,DJI
2019-12-01,19,1,1,22,512,41,DNK
2019-12-01,0,0,1,0,0,0,DOM
2019-12-01,0,0,4,0,0,0,DZA
2019-12-01,10,1,2,0,0,10,ECU
2019-12-01,179,5,1,6,0,185,EGY
2019-12-01,0,0,2,1,0,1,ERI
2019-12-01,0,0,1,0,0,0,ESH
2019-12-01,2,8,0,6,0,8,ESP
2019-12-01,0,0,0,1,0,1,EST
2019-12-01,0,0,1,50,5,50,FIN
2019-12-01,0,0,4,23,0,23,FRA
2019-12-01,120,0,2,0,0,120,GAB
2019-12-01,169,12,2,18,2318,187,GBR
2019-12-01,1,0,0,0,0,1,GEO
2019-12-01,2,0,7,1,0,3,GHA
2019-12-01,0,0,1,1,0,1,GIN
2019-12-01,0,0,1,4,0,4,GNB
2019-12-01,13,0,0,0,0,13,GNQ
2019-12-01,6,0,0,2,0,8,GRC
2019-12-01,0,0,1,0,0,0,GUY
2019-12-01,16,0,0,3,0,19,HRV
2019-12-01,557,46,64,127,0,684,IDN
2019-12-01,183,4,35,12,0,195,IND
2019-12-01,2,0,1,3,7,5,IRL
2019-12-01,161,4,0,0,0,161,IRN
2019-12-01,1,1,0,6,0,7,IRQ
2019-12-01,0,0,0,1,0,1,ISL
2019-12-01,4,0,3,0,0,4,ISR
2019-12-01,104,7,3,5,0,109,ITA
2019-12-01,0,0,2,1,0,1,JAM
2019-12-01,0,0,0,2,0,2,JEY
2019-12-01,20,9,45,39,0,59,JPN
2019-12-01,0,0,3,0,0,0,KEN
2019-12-01,3,0,1,1,0,4,KHM
2019-12-01,6,0,59,57,13,63,KOR
2019-12-01,30,1,0,32,0,62,KWT
2019-12-01,0,0,1,0,0,0,LBN
2019-12-01,0,0,7,2,0,2,LBR
2019-12-01,10,0,1,0,0,10,LBY
2019-12-01,0,0,4,3,0,3,LKA
2019-12-01,1,0,0,0,0,1,LTU
2019-12-01,0,0,1,0,0,0,LVA
2019-12-01,0,0,1,0,0,0,MDG
2019-12-01,194,4,14,2,0,196,MEX
2019-12-01,4,1,17,10,0,14,MMR
2019-12-01,1,0,1,2,0,3,MOZ
2019-12-01,1,0,1,0,0,1,MRT
2019-12-01,328,12,50,42,0,370,MYS
2019-12-01,7,0,0,0,0,7,NAM
2019-12-01,0,0,1,0,0,0,NCL
2019-12-01,424,4,2,1,0,425,NGA
2019-12-01,0,0,2,1,0,1,NIC
2019-12-01,112,13,1,5,310,117,NLD
2019-12-01,20,0,0,6,2,26,NOR
2019-12-01,7,0,1,5,0,12,NZL
2019-12-01,19,0,10,5,0,24,None
2019-12-01,7,0,4,2,0,9,OMN
2019-12-01,0,0,2,0,0,0,PAK
2019-12-01,0,0,6,2,0,2,PAN
2019-12-01,96,1,3,1,0,97,PER
2019-12-01,7,0,8,29,0,36,PHL
2019-12-01,2,0,1,1,0,3,PNG
2019-12-01,9,3,0,5,3,14,POL
2019-12-01,0,0,2,3,0,3,PRK
2019-12-01,0,0,1,0,0,0,PRT
2019-12-01,166,0,4,2,0,168,QAT
2019-12-01,8,0,0,0,0,8,ROU
2019-12-01,11,2,5,5,0,16,RUS
2019-12-01,718,23,7,2,0,720,SAU
2019-12-01,1,0,2,0,0,1,SDN
2019-12-01,2,0,0,0,0,2,SEN
2019-12-01,0,0,0,37,0,37,SGP
2019-12-01,0,0,1,0,0,0,SLB
2019-12-01,0,0,0,3,0,3,SLE
2019-12-01,0,0,2,1,0,1,SOM
2019-12-01,0,0,1,47,65,47,SWE
2019-12-01,3,0,0,0,0,3,TGO
2019-12-01,415,1,19,128,0,543,THA
2019-12-01,3,0,0,0,0,3,TLS
2019-12-01,321,1,0,1,0,322,TTO
2019-12-01,14,15,1,0,0,14,TUN
2019-12-01,6,0,11,49,0,55,TUR
2019-12-01,8,7,1,0,22,8,TWN
2019-12-01,1,0,0,0,0,1,TZA
2019-12-01,14,5,3,8,0,22,UKR
2019-12-01,0,0,1,0,0,0,URY
2019-12-01,2087,44,1,513,5,2600,USA
2019-12-01,15,3,2,2,0,17,VEN
2019-12-01,1,0,0,0,0,1,VIR
2019-12-01,40,2,19,198,21,238,VNM
2019-12-01,0,0,1,0,0,0,VUT
2019-12-01,4,0,7,0,0,4,YEM
2019-12-01,1,0,3,2,0,3,ZAF
2020-01-01,1,0,0,0,0,1,ABW
2020-01-01,245,2,0,0,0,245,AGO
2020-01-01,517,1,2,11,0,528,ARE
2020-01-01,0,0,1,0,0,0,ASM
2020-01-01,0,0,1,0,0,0,ATG
2020-01-01,71,2,25,39,0,110,AUS
2020-01-01,0,0,1,5,401,5,BEL
2020-01-01,6,0,0,0,0,6,BEN
2020-01-01,0,0,1,0,0,0,BES
2020-01-01,2,3,1,1,0,3,BGD
2020-01-01,1,0,0,0,0,1,BGR
2020-01-01,3,0,1,0,0,3,BHR
2020-01-01,0,0,3,3,0,3,BHS
2020-01-01,130,12,7,16,0,146,BRA
2020-01-01,124,4,0,0,0,124,BRN
2020-01-01,6,0,7,9,0,15,CAN
2020-01-01,0,0,1,0,0,0,CHL
2020-01-01,303,60,126,344,2113,647,CHN
2020-01-01,11,1,1,0,0,11,CIV
2020-01-01,77,2,0,0,0,77,CMR
2020-01-01,49,0,0,0,0,49,COD
2020-01-01,75,0,0,0,0,75,COG
2020-01-01,5,0,2,3,0,8,COL
2020-01-01,3,0,5,2,0,5,CUB
2020-01-01,0,0,1,0,0,0,CYP
2020-01-01,21,16,2,29,1500,50,DEU
2020-01-01,0,0,1,0,0,0,DJI
2020-01-01,20,1,1,20,512,40,DNK
2020-01-01,0,0,1,0,0,0,DOM
2020-01-01,0,0,4,0,0,0,DZA
2020-01-01,11,2,2,0,0,11,ECU
2020-01-01,175,5,1,6,0,181,EGY
2020-01-01,0,0,2,1,0,1,ERI
2020-01-01,0,0,1,0,0,0,ESH
2020-01-01,3,8,0,6,0,9,ESP
2020-01-01,0,0,0,1,0,1,EST
2020-01-01,0,0,0,48,5,48,FIN
2020-01-01,0,0,4,24,0,24,FRA
2020-01-01,120,0,1,0,0,120,GAB
2020-01-01,167,12,2,19,2312,186,GBR
